LoyaltyID,Policy ID,Automobile Lifetime Value,Coverage,Expiry Date,Employment Status,Income,Claim Location Type,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Premiums Over Claim,Expiry Month Number,Expiry Month,Policy Count
516402,VX67206,"27,790",Extended,10/08/2019,Employed,"33,806",Urban,89,32,59,0,2,Corporate Auto,Corporate L3,Offer 2,Web,395.73,Four-Door Car,Medium,13.26914816,8,Aug,1
459128,ZZ22858,"15,016",Basic,14/08/2019,Employed,"70,619",Rural,187,2,94,0,3,Personal Auto,Personal L3,Offer 3,Branch,293.95,Luxury Car,Medium,59.79928559,8,Aug,1
256945,UK76814,"5,339",Basic,28/08/2019,Employed,"84,424",Urban,66,18,71,0,9,Personal Auto,Personal L2,Offer 2,Call Center,231.54,Four-Door Car,Medium,20.23840373,8,Aug,1
857946,MS94619,"5,111",Basic,02/08/2019,Employed,"76,448",Suburban,63,9,13,0,3,Personal Auto,Personal L3,Offer 3,Web,302.4,Four-Door Car,Medium,2.70833333,8,Aug,1
275489,NY91328,"9,030",Extended,15/08/2019,Retired,"16,972",Suburban,125,17,89,0,5,Personal Auto,Personal L3,Offer 1,Agent,600,SUV,Large,18.54166667,8,Aug,1
177700,YU23754,"5,194",Basic,18/08/2019,Employed,"24,948",Urban,65,3,51,0,4,Personal Auto,Personal L3,Offer 2,Branch,280.35,Four-Door Car,Medium,11.82450508,8,Aug,1
867763,TM68292,"4,565",Basic,12/08/2019,Medical Leave,"12,626",Suburban,69,31,15,4,3,Personal Auto,Personal L2,Offer 4,Branch,331.2,Four-Door Car,Small,3.125,8,Aug,1
999063,VY84895,"6,723",Extended,06/08/2019,Unemployed,0,Suburban,93,8,48,0,8,Personal Auto,Personal L3,Offer 2,Branch,669.6,SUV,Medium,6.66666667,8,Aug,1
451819,HA82735,"3,858",Extended,23/08/2019,Unemployed,0,Suburban,121,12,67,2,1,Personal Auto,Personal L2,Offer 1,Web,"1,032.2",SUV,Medium,7.85409804,8,Aug,1
356613,XB89264,"5,261",Basic,07/08/2019,Employed,"60,101",Rural,66,34,74,0,3,Corporate Auto,Corporate L2,Offer 2,Agent,1.33,Two-Door Car,Medium,"3,672.18045113",8,Aug,1
380259,VU18023,"7,781",Basic,14/08/2019,Unemployed,0,Suburban,70,29,93,0,2,Personal Auto,Personal L1,Offer 3,Call Center,504,Four-Door Car,Small,12.91666667,8,Aug,1
687696,EQ87425,"6,919",Basic,21/08/2019,Unemployed,0,Rural,69,5,85,1,2,Corporate Auto,Corporate L3,Offer 1,Branch,40.4,Four-Door Car,Medium,145.17326733,8,Aug,1
588925,LZ26801,"8,162",Basic,19/08/2019,Employed,"73,466",Rural,102,2,71,1,6,Personal Auto,Personal L1,Offer 3,Call Center,204.74,SUV,Medium,35.37169093,8,Aug,1
176915,TC84427,"5,050",Basic,26/08/2019,Employed,"61,080",Urban,66,7,41,2,9,Personal Auto,Personal L3,Offer 1,Call Center,294.28,Four-Door Car,Medium,9.19532418,8,Aug,1
768550,BG48083,"6,386",Extended,02/08/2019,Employed,"23,751",Suburban,82,4,9,1,7,Personal Auto,Personal L2,Offer 1,Web,586.92,Two-Door Car,Medium,1.25741157,8,Aug,1
357294,MR52087,"7,694",Basic,15/08/2019,Employed,"32,303",Rural,65,13,34,0,2,Personal Auto,Personal L1,Offer 3,Branch,45.15,Four-Door Car,Medium,48.94795127,8,Aug,1
242546,FI25204,"3,491",Extended,28/08/2019,Employed,"29,673",Urban,92,21,49,2,1,Corporate Auto,Corporate L3,Offer 2,Branch,328.35,Two-Door Car,Medium,13.72925232,8,Aug,1
180434,IN56924,"5,410",Basic,26/08/2019,Unemployed,0,Suburban,62,1,9,5,2,Personal Auto,Personal L3,Offer 2,Agent,297.6,Four-Door Car,Medium,1.875,8,Aug,1
625557,HI51182,"8,454",Premium,14/08/2019,Employed,"59,888",Suburban,106,6,14,0,3,Personal Auto,Personal L3,Offer 1,Branch,712.68,Four-Door Car,Medium,2.08228097,8,Aug,1
206659,JU66696,"9,810",Extended,21/08/2019,Unemployed,0,Suburban,131,15,90,0,8,Corporate Auto,Corporate L2,Offer 3,Branch,628.8,Sports Car,Large,18.75,8,Aug,1
502390,GD84658,"35,984",Extended,01/08/2019,Unemployed,0,Suburban,129,2,69,0,2,Corporate Auto,Corporate L2,Offer 1,Agent,"1,267.55",Sports Car,Medium,7.0222082,8,Aug,1
366785,UP90711,"2,837",Basic,05/08/2019,Employed,"61,029",Rural,72,26,98,0,1,Personal Auto,Personal L2,Offer 2,Call Center,114.43,Two-Door Car,Medium,61.66215153,8,Aug,1
851146,GO14008,"5,398",Basic,29/08/2019,Employed,"73,775",Suburban,67,14,51,0,3,Personal Auto,Personal L3,Offer 2,Agent,321.6,Four-Door Car,Medium,10.625,8,Aug,1
388918,DQ31994,"8,664",Extended,27/08/2019,Unemployed,0,Suburban,83,18,90,1,2,Corporate Auto,Corporate L2,Offer 2,Agent,398.4,Four-Door Car,Medium,18.75,8,Aug,1
850170,SG71810,"11,610",Basic,02/08/2019,Employed,"41,503",Rural,73,28,69,0,2,Personal Auto,Personal L3,Offer 1,Agent,15,Two-Door Car,Small,335.8,8,Aug,1
692288,WC11272,"6,908",Extended,09/08/2019,Employed,"42,790",Urban,87,10,74,0,3,Personal Auto,Personal L1,Offer 1,Branch,290.06,Two-Door Car,Medium,22.19540785,8,Aug,1
179657,NL41409,"2,606",Basic,30/08/2019,Employed,"28,519",Suburban,66,1,56,0,1,Personal Auto,Personal L3,Offer 2,Web,456.47,Two-Door Car,Large,8.09691765,8,Aug,1
697692,LB81265,"2,938",Basic,09/08/2019,Employed,"40,987",Urban,73,6,15,0,1,Personal Auto,Personal L2,Offer 3,Call Center,329.01,Four-Door Car,Medium,3.32816632,8,Aug,1
359808,UG49716,"4,197",Basic,15/08/2019,Unemployed,0,Suburban,114,19,77,0,1,Personal Auto,Personal L3,Offer 1,Branch,"1,182.29",Sports Car,Large,7.42457434,8,Aug,1
998575,ZA64638,"9,765",Extended,04/08/2019,Unemployed,0,Suburban,98,24,11,1,2,Personal Auto,Personal L2,Offer 2,Web,705.6,Four-Door Car,Small,1.52777778,8,Aug,1
184344,AI58313,"36,946",Basic,04/08/2019,Employed,"75,425",Suburban,116,25,88,1,2,Personal Auto,Personal L3,Offer 2,Call Center,663.64,Sports Car,Medium,15.38183352,8,Aug,1
158659,PA48777,"2,491",Basic,26/08/2019,Medical Leave,"25,965",Suburban,65,23,27,0,1,Personal Auto,Personal L3,Offer 1,Agent,329.21,Four-Door Car,Medium,5.33094377,8,Aug,1
853438,ZZ62245,"6,612",Extended,11/08/2019,Unemployed,0,Suburban,97,31,34,2,9,Personal Auto,Personal L2,Offer 1,Web,669.4,Four-Door Car,Medium,4.92680012,8,Aug,1
731476,GB47529,"5,396",Extended,14/08/2019,Employed,"40,308",Suburban,136,4,69,0,1,Corporate Auto,Corporate L3,Offer 1,Web,652.8,Sports Car,Medium,14.375,8,Aug,1
286384,SD75391,"2,705",Basic,30/08/2019,Retired,"24,173",Urban,70,16,96,0,1,Personal Auto,Personal L2,Offer 3,Web,181.47,Four-Door Car,Medium,37.0309142,8,Aug,1
397938,TP87527,"2,392",Basic,17/08/2019,Unemployed,0,Suburban,65,11,62,0,1,Corporate Auto,Corporate L3,Offer 1,Branch,361.18,Four-Door Car,Large,11.15787142,8,Aug,1
108187,CM78608,"5,823",Basic,16/08/2019,Employed,"88,359",Rural,73,1,49,0,9,Personal Auto,Personal L3,Offer 2,Call Center,35.92,Two-Door Car,Medium,99.58240535,8,Aug,1
190166,KB75939,"9,421",Extended,02/08/2019,LTD,"23,059",Rural,126,30,66,0,3,Corporate Auto,Corporate L3,Offer 3,Branch,95.85,Sports Car,Medium,86.76056338,8,Aug,1
413185,XN28388,"4,130",Basic,30/08/2019,Unemployed,0,Suburban,66,30,29,2,3,Corporate Auto,Corporate L3,Offer 1,Agent,523.03,Four-Door Car,Small,3.65944592,8,Aug,1
226771,OP68330,"7,248",Extended,20/08/2019,Unemployed,0,Suburban,96,31,64,1,3,Personal Auto,Personal L2,Offer 1,Agent,460.8,Four-Door Car,Large,13.33333333,8,Aug,1
494404,VQ48245,"3,222",Extended,27/08/2019,Employed,"77,882",Suburban,79,17,36,0,1,Personal Auto,Personal L3,Offer 3,Web,379.2,Four-Door Car,Small,7.5,8,Aug,1
692297,DD44177,"2,396",Basic,23/08/2019,LTD,"21,986",Suburban,63,1,9,0,1,Personal Auto,Personal L3,Offer 2,Branch,333.7,Two-Door Car,Medium,1.69913096,8,Aug,1
749096,VO78441,"3,087",Extended,14/08/2019,Medical Leave,"19,464",Suburban,84,10,94,1,1,Personal Auto,Personal L2,Offer 3,Agent,871.51,Four-Door Car,Small,9.060137,8,Aug,1
758023,LI31082,"12,742",Basic,11/08/2019,Employed,"73,054",Urban,106,34,36,1,2,Personal Auto,Personal L2,Offer 1,Branch,419.37,SUV,Medium,9.09936333,8,Aug,1
722460,UU70820,"5,867",Basic,16/08/2019,Employed,"27,880",Urban,74,4,9,0,5,Personal Auto,Personal L3,Offer 2,Call Center,199.44,Four-Door Car,Large,3.33935018,8,Aug,1
957492,VE89726,"8,025",Basic,07/08/2019,Unemployed,0,Suburban,119,6,48,1,8,Personal Auto,Personal L1,Offer 3,Branch,856.8,SUV,Medium,6.66666667,8,Aug,1
103582,CP47989,"17,208",Basic,27/08/2019,Employed,"29,734",Suburban,63,12,86,0,2,Corporate Auto,Corporate L2,Offer 4,Web,649.84,Two-Door Car,Medium,8.33743691,8,Aug,1
935787,TR88637,"8,106",Basic,06/08/2019,Employed,"38,893",Rural,103,19,40,0,9,Personal Auto,Personal L1,Offer 2,Agent,41.97,SUV,Small,98.16535621,8,Aug,1
181140,FV70604,"5,049",Premium,06/08/2019,Unemployed,0,Suburban,142,10,51,0,1,Corporate Auto,Corporate L1,Offer 1,Agent,880.44,SUV,Medium,8.22543274,8,Aug,1
751441,XM91056,"4,876",Basic,05/08/2019,Employed,"22,236",Suburban,62,3,45,0,4,Personal Auto,Personal L2,Offer 1,Agent,409.43,Two-Door Car,Medium,6.81435166,8,Aug,1
231032,WI65397,"7,627",Extended,06/08/2019,Employed,"36,084",Rural,99,3,9,1,7,Corporate Auto,Corporate L2,Offer 1,Agent,152.78,Two-Door Car,Medium,5.83191517,8,Aug,1
692129,YI83073,"4,250",Basic,27/08/2019,Unemployed,0,Suburban,61,17,1,1,7,Personal Auto,Personal L3,Offer 1,Agent,292.8,Four-Door Car,Small,0.20833333,8,Aug,1
756280,UB51030,"6,582",Basic,26/08/2019,Unemployed,0,Suburban,62,3,44,0,2,Special Auto,Special L3,Offer 1,Agent,297.6,Four-Door Car,Medium,9.16666667,8,Aug,1
794304,FY30870,"18,570",Extended,01/08/2019,Employed,"32,756",Urban,93,18,67,0,2,Personal Auto,Personal L3,Offer 1,Agent,381.12,Two-Door Car,Medium,16.34918136,8,Aug,1
959793,MS78828,"5,127",Extended,14/08/2019,Employed,"33,169",Suburban,128,33,14,0,1,Personal Auto,Personal L3,Offer 4,Branch,614.4,SUV,Medium,2.91666667,8,Aug,1
953097,VW84197,"21,942",Basic,15/08/2019,Employed,"26,378",Rural,70,22,79,1,2,Personal Auto,Personal L3,Offer 2,Branch,147.8,Four-Door Car,Medium,37.41542625,8,Aug,1
241468,IX18485,"9,594",Extended,15/08/2019,Retired,"27,443",Suburban,86,3,1,2,2,Personal Auto,Personal L2,Offer 1,Agent,685.05,Four-Door Car,Medium,0.12553828,8,Aug,1
394329,HG83893,"9,101",Basic,09/08/2019,Employed,"59,183",Suburban,113,11,91,0,5,Personal Auto,Personal L2,Offer 3,Agent,542.4,SUV,Medium,18.95833333,8,Aug,1
239291,GB32334,"5,379",Basic,28/08/2019,Employed,"24,702",Urban,68,13,63,0,8,Personal Auto,Personal L3,Offer 2,Web,214.91,Four-Door Car,Large,19.93392583,8,Aug,1
156666,QX57337,"2,842",Basic,10/08/2019,Employed,"92,629",Rural,72,22,1,3,1,Personal Auto,Personal L2,Offer 2,Call Center,60.85,Four-Door Car,Medium,1.18323747,8,Aug,1
943869,DV57698,"3,148",Extended,24/08/2019,Unemployed,0,Suburban,83,16,75,0,1,Personal Auto,Personal L3,Offer 1,Call Center,544.22,Two-Door Car,Medium,11.43838889,8,Aug,1
155911,PE59368,"5,123",Basic,15/08/2019,Employed,"72,096",Urban,64,24,92,0,5,Personal Auto,Personal L3,Offer 1,Agent,252.33,Two-Door Car,Medium,23.33452225,8,Aug,1
152267,GM61951,"29,297",Basic,30/08/2019,Unemployed,0,Suburban,115,22,65,0,2,Personal Auto,Personal L3,Offer 2,Agent,"1,251.04",SUV,Small,5.97502878,8,Aug,1
429933,ZU69163,"5,587",Basic,22/08/2019,Employed,"94,161",Rural,69,0,65,0,4,Personal Auto,Personal L3,Offer 2,Agent,108.99,Four-Door Car,Medium,41.15056427,8,Aug,1
915525,IC94523,"11,639",Basic,10/08/2019,Medical Leave,"25,370",Suburban,102,10,77,0,2,Personal Auto,Personal L2,Offer 1,Branch,489.6,Sports Car,Large,16.04166667,8,Aug,1
787820,TQ37204,"8,629",Basic,03/08/2019,Employed,"59,107",Urban,107,29,57,0,7,Personal Auto,Personal L2,Offer 2,Branch,480.52,SUV,Medium,12.69249979,8,Aug,1
267967,MC73302,"5,511",Basic,23/08/2019,Employed,"36,267",Urban,69,21,1,0,8,Personal Auto,Personal L1,Offer 1,Agent,263.45,Four-Door Car,Medium,0.26190928,8,Aug,1
444237,JV99867,"11,269",Extended,06/08/2019,Employed,"65,448",Suburban,94,28,66,0,2,Special Auto,Special L2,Offer 3,Agent,451.2,Four-Door Car,Medium,13.75,8,Aug,1
918370,WN67367,"3,210",Extended,07/08/2019,Unemployed,0,Urban,88,3,8,0,1,Personal Auto,Personal L3,Offer 1,Web,325.92,Four-Door Car,Large,2.16003927,8,Aug,1
495146,WI89701,"5,706",Basic,28/08/2019,Unemployed,0,Suburban,74,2,34,0,9,Personal Auto,Personal L3,Offer 1,Branch,432.41,Two-Door Car,Medium,5.81855184,8,Aug,1
420674,RJ32720,"10,719",Extended,22/08/2019,Employed,"86,036",Suburban,90,8,20,3,2,Personal Auto,Personal L3,Offer 1,Web,501.27,Four-Door Car,Medium,3.59087917,8,Aug,1
804559,PQ19113,"6,838",Premium,28/08/2019,Employed,"90,750",Urban,170,30,47,0,1,Personal Auto,Personal L2,Offer 4,Agent,746.05,SUV,Medium,10.70973795,8,Aug,1
396319,BI81476,"10,346",Extended,06/08/2019,Employed,"55,906",Rural,86,26,3,0,2,Personal Auto,Personal L2,Offer 3,Agent,58.47,Four-Door Car,Medium,4.41251924,8,Aug,1
934567,XK83294,"7,486",Basic,01/08/2019,Employed,"38,725",Suburban,64,12,58,0,2,Corporate Auto,Corporate L1,Offer 1,Agent,307.2,Two-Door Car,Medium,12.08333333,8,Aug,1
369307,RC72799,"2,840",Basic,08/08/2019,Employed,"33,252",Suburban,71,20,4,0,1,Personal Auto,Personal L2,Offer 2,Agent,407.67,Four-Door Car,Medium,0.69664189,8,Aug,1
783535,PR98117,"2,641",Basic,28/08/2019,Employed,"97,666",Rural,66,16,60,0,1,Personal Auto,Personal L3,Offer 2,Branch,136.27,Four-Door Car,Medium,29.0599545,8,Aug,1
806297,QV89791,"8,477",Premium,22/08/2019,Employed,"55,217",Suburban,107,9,9,2,9,Personal Auto,Personal L3,Offer 1,Branch,696.12,Two-Door Car,Medium,1.38338218,8,Aug,1
343293,GJ44951,"4,699",Basic,04/08/2019,Unemployed,0,Suburban,67,27,71,0,6,Personal Auto,Personal L2,Offer 1,Agent,321.6,Two-Door Car,Medium,14.79166667,8,Aug,1
361020,HR42454,"13,372",Premium,26/08/2019,Employed,"88,706",Suburban,110,14,72,1,2,Corporate Auto,Corporate L3,Offer 3,Branch,528,Two-Door Car,Small,15,8,Aug,1
937983,CO71312,"11,470",Premium,27/08/2019,LTD,"10,384",Suburban,151,5,72,0,5,Personal Auto,Personal L2,Offer 1,Agent,914.43,SUV,Medium,11.88937371,8,Aug,1
455570,QW24080,"2,112",Basic,09/08/2019,Unemployed,0,Suburban,74,5,75,4,1,Personal Auto,Personal L2,Offer 3,Branch,369.82,Four-Door Car,Large,15.00730085,8,Aug,1
295622,SQ37580,"5,220",Basic,15/08/2019,Employed,"64,964",Urban,66,9,84,0,5,Personal Auto,Personal L3,Offer 3,Call Center,286.97,Four-Door Car,Medium,19.31909259,8,Aug,1
356087,QJ90136,"10,455",Extended,08/08/2019,Employed,"28,363",Suburban,133,0,35,0,3,Personal Auto,Personal L3,Offer 1,Agent,638.4,Sports Car,Medium,7.29166667,8,Aug,1
800610,TA75663,"8,025",Basic,09/08/2019,Employed,"38,702",Rural,101,7,32,3,3,Personal Auto,Personal L3,Offer 1,Web,253.36,SUV,Large,12.75655194,8,Aug,1
539211,FM59265,"8,035",Basic,20/08/2019,Unemployed,0,Suburban,103,16,50,0,7,Personal Auto,Personal L3,Offer 2,Agent,741.6,SUV,Medium,6.94444444,8,Aug,1
120140,YU86361,"19,161",Extended,02/08/2019,Employed,"22,705",Suburban,239,19,69,0,7,Personal Auto,Personal L1,Offer 2,Agent,"1,294.7",Luxury SUV,Medium,12.73731366,8,Aug,1
688848,WL74893,"4,529",Basic,24/08/2019,Unemployed,0,Urban,62,22,57,0,9,Special Auto,Special L3,Offer 3,Agent,271.16,Four-Door Car,Medium,13.03289571,8,Aug,1
165188,MM10866,"8,609",Basic,23/08/2019,Employed,"79,090",Urban,107,2,74,0,3,Personal Auto,Personal L2,Offer 2,Branch,289.04,SUV,Medium,27.3941323,8,Aug,1
732346,TX35617,"4,466",Basic,06/08/2019,Employed,"50,909",Urban,112,11,39,0,1,Personal Auto,Personal L3,Offer 2,Branch,339.05,SUV,Medium,12.8830556,8,Aug,1
545008,LQ71247,"4,525",Basic,20/08/2019,Unemployed,0,Suburban,65,30,59,2,3,Personal Auto,Personal L3,Offer 1,Agent,490.11,Four-Door Car,Small,7.82477403,8,Aug,1
285418,ZU83252,"8,704",Basic,06/08/2019,Employed,"61,897",Rural,72,7,79,0,2,Personal Auto,Personal L3,Offer 3,Web,3.41,Four-Door Car,Medium,"1,668.03519062",8,Aug,1
416263,XC72555,"4,475",Basic,31/08/2019,Employed,"97,949",Urban,112,9,13,3,1,Personal Auto,Personal L3,Offer 4,Web,324.81,SUV,Small,4.48262061,8,Aug,1
961092,VO36036,"3,536",Extended,13/08/2019,Employed,"28,248",Suburban,90,25,89,0,1,Personal Auto,Personal L3,Offer 2,Branch,634.39,Four-Door Car,Small,12.62630243,8,Aug,1
581466,CI95726,"3,645",Extended,01/08/2019,Employed,"82,477",Suburban,90,1,69,0,1,Personal Auto,Personal L3,Offer 2,Agent,432,Two-Door Car,Large,14.375,8,Aug,1
196051,UO54511,"4,950",Basic,05/08/2019,Employed,"27,400",Suburban,63,14,78,1,9,Personal Auto,Personal L1,Offer 3,Agent,302.4,Four-Door Car,Medium,16.25,8,Aug,1
302188,PY17715,"3,427",Extended,13/08/2019,Employed,"58,840",Rural,86,25,44,0,1,Corporate Auto,Corporate L3,Offer 1,Agent,73.27,Two-Door Car,Medium,51.64460216,8,Aug,1
788974,BQ94931,"7,388",Extended,19/08/2019,Employed,"28,812",Urban,93,17,7,0,8,Special Auto,Special L2,Offer 2,Branch,425.53,Four-Door Car,Medium,1.52985688,8,Aug,1
316272,DH51686,"4,049",Premium,03/08/2019,Unemployed,0,Suburban,118,9,26,0,1,Personal Auto,Personal L2,Offer 1,Web,566.4,Four-Door Car,Small,5.41666667,8,Aug,1
172486,YI95434,"2,908",Basic,25/08/2019,Employed,"51,020",Suburban,73,16,88,0,1,Personal Auto,Personal L3,Offer 2,Branch,350.4,Four-Door Car,Medium,18.33333333,8,Aug,1
670125,DQ79499,"10,541",Extended,09/08/2019,Employed,"59,965",Suburban,131,7,54,0,7,Personal Auto,Personal L2,Offer 1,Branch,905.03,SUV,Medium,7.81631548,8,Aug,1
870075,ON73702,"9,081",Basic,15/08/2019,Employed,"33,897",Urban,114,15,67,0,8,Corporate Auto,Corporate L3,Offer 1,Agent,539.84,SUV,Small,14.14863663,8,Aug,1
896642,XZ83249,"10,168",Extended,15/08/2019,Employed,"35,504",Urban,128,4,86,0,3,Personal Auto,Personal L3,Offer 3,Call Center,404.3,SUV,Small,27.22730646,8,Aug,1
298671,HC80108,"2,804",Basic,02/08/2019,Employed,"43,775",Urban,70,3,42,0,1,Personal Auto,Personal L3,Offer 2,Call Center,310.74,Four-Door Car,Medium,9.46128596,8,Aug,1
505676,NW65065,"4,255",Basic,11/08/2019,LTD,"11,904",Suburban,61,34,11,2,3,Corporate Auto,Corporate L3,Offer 1,Web,292.8,Two-Door Car,Small,2.29166667,8,Aug,1
138072,CZ19025,"2,489",Basic,12/08/2019,Employed,"47,888",Suburban,64,23,16,1,1,Personal Auto,Personal L1,Offer 1,Web,545.08,Four-Door Car,Small,1.87862332,8,Aug,1
910707,UA94723,"4,428",Basic,09/08/2019,Employed,"58,577",Urban,110,6,62,0,1,Personal Auto,Personal L3,Offer 1,Agent,303.87,SUV,Medium,22.44380821,8,Aug,1
519371,MX76292,"7,706",Basic,31/08/2019,Employed,"48,019",Rural,64,15,94,0,2,Corporate Auto,Corporate L3,Offer 1,Agent,137.67,Four-Door Car,Medium,43.69869979,8,Aug,1
245546,IU15885,"4,900",Basic,21/08/2019,Unemployed,0,Suburban,66,35,75,0,4,Personal Auto,Personal L3,Offer 2,Agent,316.8,Four-Door Car,Small,15.625,8,Aug,1
857949,OK31456,"11,009",Premium,04/08/2019,Employed,"51,643",Suburban,283,16,54,0,1,Corporate Auto,Corporate L3,Offer 2,Agent,"1,358.4",Luxury Car,Medium,11.25,8,Aug,1
905213,LP48634,"2,579",Basic,03/08/2019,Employed,"59,974",Rural,65,23,5,0,1,Corporate Auto,Corporate L3,Offer 4,Call Center,127.23,Four-Door Car,Medium,2.55442899,8,Aug,1
179296,NX32730,"3,000",Basic,31/08/2019,Employed,"77,041",Suburban,74,11,61,0,1,Personal Auto,Personal L3,Offer 3,Agent,475.01,Two-Door Car,Large,9.50295783,8,Aug,1
910891,ZK52226,"2,499",Basic,25/08/2019,Unemployed,0,Suburban,72,15,47,0,1,Corporate Auto,Corporate L3,Offer 2,Branch,345.6,Two-Door Car,Large,9.79166667,8,Aug,1
256414,ST65635,"2,720",Basic,05/08/2019,Retired,"14,030",Suburban,72,11,3,0,1,Corporate Auto,Corporate L3,Offer 2,Branch,345.6,Two-Door Car,Large,0.625,8,Aug,1
794015,QR87004,"8,457",Basic,29/08/2019,Employed,"25,141",Rural,73,12,4,1,2,Personal Auto,Personal L3,Offer 3,Agent,25.44,Four-Door Car,Medium,11.47798742,8,Aug,1
629341,LZ52266,"3,732",Extended,28/08/2019,Unemployed,0,Suburban,96,31,34,0,1,Personal Auto,Personal L1,Offer 1,Agent,460.8,Four-Door Car,Large,7.08333333,8,Aug,1
556510,OG30514,"20,018",Basic,30/08/2019,Employed,"65,900",Suburban,62,17,41,0,2,Personal Auto,Personal L3,Offer 1,Agent,297.6,Four-Door Car,Medium,8.54166667,8,Aug,1
752688,NY56352,"2,804",Basic,20/08/2019,Medical Leave,"23,220",Urban,74,3,73,0,1,Personal Auto,Personal L3,Offer 1,Agent,251.33,Four-Door Car,Medium,21.49365376,8,Aug,1
888104,FQ93665,"18,940",Basic,24/08/2019,Employed,"21,911",Suburban,67,16,34,0,2,Corporate Auto,Corporate L3,Offer 2,Agent,705.42,Four-Door Car,Small,3.22928185,8,Aug,1
347946,SY28542,"7,412",Extended,28/08/2019,Employed,"59,940",Urban,94,17,9,0,3,Personal Auto,Personal L3,Offer 3,Web,303.1,Four-Door Car,Medium,2.79115803,8,Aug,1
654086,MZ85889,"5,422",Basic,17/08/2019,Employed,"25,778",Rural,68,29,34,0,3,Corporate Auto,Corporate L2,Offer 2,Call Center,20.14,Two-Door Car,Large,114.79642502,8,Aug,1
149930,KY39767,"4,662",Basic,09/08/2019,Unemployed,0,Suburban,68,0,48,1,5,Personal Auto,Personal L2,Offer 1,Call Center,489.6,Four-Door Car,Medium,6.66666667,8,Aug,1
704220,DT59560,"4,757",Premium,13/08/2019,Employed,"67,486",Urban,118,3,26,0,1,Personal Auto,Personal L3,Offer 3,Branch,529.49,Two-Door Car,Large,5.79425485,8,Aug,1
143202,AU23837,"5,010",Basic,11/08/2019,Employed,"64,014",Urban,63,26,27,0,7,Corporate Auto,Corporate L3,Offer 1,Agent,295.87,Four-Door Car,Large,5.74914658,8,Aug,1
206366,NL85206,"2,572",Basic,23/08/2019,Employed,"72,685",Rural,68,20,97,5,1,Personal Auto,Personal L3,Offer 4,Branch,14.46,Four-Door Car,Medium,456.1549101,8,Aug,1
484419,ZN71189,"4,014",Extended,26/08/2019,Employed,"37,384",Suburban,99,9,17,0,1,Personal Auto,Personal L3,Offer 2,Agent,475.2,Four-Door Car,Medium,3.54166667,8,Aug,1
925829,SR30440,"8,649",Basic,16/08/2019,Employed,"43,383",Suburban,109,7,60,0,8,Personal Auto,Personal L1,Offer 3,Branch,757.59,SUV,Medium,8.63263771,8,Aug,1
245958,YI89801,"2,570",Basic,30/08/2019,Employed,"49,304",Suburban,65,28,48,0,1,Corporate Auto,Corporate L2,Offer 1,Agent,312,Four-Door Car,Medium,10,8,Aug,1
368055,YX91403,"2,910",Basic,25/08/2019,Employed,"88,944",Rural,72,24,36,0,1,Personal Auto,Personal L3,Offer 2,Branch,113.81,Four-Door Car,Medium,22.77480011,8,Aug,1
163598,FP11025,"8,072",Basic,03/08/2019,Employed,"57,938",Urban,101,6,36,0,3,Special Auto,Special L3,Offer 3,Branch,282.46,SUV,Large,12.87261913,8,Aug,1
284896,JB39997,"6,183",Extended,21/08/2019,Employed,"36,464",Rural,78,5,17,0,7,Personal Auto,Personal L1,Offer 4,Call Center,93.52,Four-Door Car,Medium,14.17878529,8,Aug,1
739084,EL92515,"11,212",Extended,02/08/2019,Employed,"41,121",Suburban,94,20,56,0,2,Personal Auto,Personal L2,Offer 1,Call Center,451.2,Four-Door Car,Medium,11.66666667,8,Aug,1
350959,CP76842,"3,353",Extended,25/08/2019,Employed,"95,438",Rural,83,25,76,0,1,Corporate Auto,Corporate L3,Offer 2,Call Center,99.22,Two-Door Car,Medium,63.57589196,8,Aug,1
549612,MO48960,"6,265",Extended,02/08/2019,Unemployed,0,Suburban,84,18,25,1,4,Personal Auto,Personal L2,Offer 1,Agent,481.03,Four-Door Car,Medium,4.36563208,8,Aug,1
402611,DJ22229,"13,759",Extended,07/08/2019,Retired,"16,794",Suburban,96,7,31,0,2,Personal Auto,Personal L3,Offer 1,Branch,460.8,Four-Door Car,Medium,6.45833333,8,Aug,1
558028,CQ78705,"7,145",Extended,07/08/2019,Employed,"92,681",Suburban,91,8,23,3,8,Personal Auto,Personal L1,Offer 3,Web,436.8,Four-Door Car,Medium,4.79166667,8,Aug,1
258102,PU25891,"9,618",Basic,03/08/2019,Employed,"80,536",Rural,119,5,83,0,3,Special Auto,Special L2,Offer 1,Branch,53.8,Sports Car,Medium,183.58736059,8,Aug,1
912136,IL72707,"3,265",Extended,19/08/2019,Employed,"25,820",Suburban,82,10,69,0,1,Personal Auto,Personal L2,Offer 1,Agent,393.6,Four-Door Car,Medium,14.375,8,Aug,1
941002,VC22097,"8,715",Basic,04/08/2019,Unemployed,0,Suburban,118,14,64,0,4,Corporate Auto,Corporate L3,Offer 1,Agent,566.4,SUV,Medium,13.33333333,8,Aug,1
